user,type,ts,client_msg_id,text,team,attachments,blocks
U02F33WP5FX,message,1716042616.654539,CC964B6A-76C4-42CF-B796-460D256963FC,<https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk|https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk>,T02FVNL7X6U,"[{'from_url': 'https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'thumb_url': 'https://i.ytimg.com/vi/lrebGkYy7pE/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/lrebGkYy7pE?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen title=""These 12 Lawmakers Agree: It&#39;s Time to Leave Congress | NYT Opinion""></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'id': 1, 'original_url': 'https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk', 'fallback': ""YouTube Video: These 12 Lawmakers Agree: It's Time to Leave Congress | NYT Opinion"", 'title': ""These 12 Lawmakers Agree: It's Time to Leave Congress | NYT Opinion"", 'title_link': 'https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk', 'author_name': 'The New York Times', 'author_link': 'https://www.youtube.com/@nytimes', 'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/'}]","[{'type': 'rich_text', 'block_id': 'Hy5ZJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk', 'text': 'https://youtu.be/lrebGkYy7pE?si=0lbIkizxWO8MefXk'}]}]}]"
U02F33WP5FX,message,1714913428.592679,FCDF3A69-0A12-4B14-B4E8-364BE71BF14C,"<https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317|https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317>

32:00 “what do you actually mean?… people have so many interpretations and definitions.”
“Unless we have common ground we won’t be able to settle the disputes.” ",T02FVNL7X6U,"[{'image_url': 'https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/98/04/23/98042359-0341-5f6b-a86a-8ba5bb9c36cd/mza_8251706822468949176.jpg/1200x630wp.png', 'image_width': 1200, 'image_height': 630, 'image_bytes': 269046, 'from_url': 'https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317', 'service_icon': 'https://podcasts.apple.com/favicon.ico', 'id': 1, 'original_url': 'https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317', 'fallback': 'Apple Podcasts: \u200eTheories of Everything with Curt Jaimungal: Consciousness, Free Will, The Subconscious, Quantum Mechanics | George Musser on Apple Podcasts', 'text': '\u200eShow Theories of Everything with Curt Jaimungal, Ep Consciousness, Free Will, The Subconscious, Quantum Mechanics | George Musser - May 3, 2024', 'title': '\u200eTheories of Everything with Curt Jaimungal: Consciousness, Free Will, The Subconscious, Quantum Mechanics | George Musser on Apple Podcasts', 'title_link': 'https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317', 'service_name': 'Apple Podcasts'}]","[{'type': 'rich_text', 'block_id': '8jcbA', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317', 'text': 'https://podcasts.apple.com/us/podcast/theories-of-everything-with-curt-jaimungal/id1521758802?i=1000654451317'}, {'type': 'text', 'text': '\n\n32:00 “what do you actually mean?… people have so many interpretations and definitions.”\n“Unless we have common ground we '}, {'type': 'text', 'text': 'won’t'}, {'type': 'text', 'text': ' be able to settle the disputes.” '}]}]}]"
U02F33WP5FX,message,1713235979.587979,,"One of the best “public calls for alignment” I have heard so far.
<https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012?i=1000652525999>",T02FVNL7X6U,"[{'from_url': 'https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012?i=1000652525999', 'image_url': 'https://is1-ssl.mzstatic.com/image/thumb/Podcasts123/v4/5b/70/e7/5b70e7ed-6c28-654b-99b1-f243bff3dbe5/mza_8512518449833623366.png/1200x630wp.png', 'image_width': 1200, 'image_height': 630, 'image_bytes': 53984, 'service_icon': 'https://podcasts.apple.com/favicon.ico', 'id': 1, 'original_url': 'https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012?i=1000652525999', 'fallback': 'Apple Podcasts: \u200eMaking Sense with Sam Harris: #363 — Knowledge Work on Apple Podcasts', 'text': '\u200eShow Making Sense with Sam Harris, Ep #363 — Knowledge Work - Apr 15, 2024', 'title': '\u200eMaking Sense with Sam Harris: #363 — Knowledge Work on Apple Podcasts', 'title_link': 'https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012?i=1000652525999', 'service_name': 'Apple Podcasts'}]","[{'type': 'rich_text', 'block_id': '/pN', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'One of the best “public calls for alignment” I have heard so far.\n'}, {'type': 'link', 'url': 'https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012?i=1000652525999'}]}]}]"
U02F33WP5FX,message,1709862196.481119,3C626D7D-9355-4B38-9911-9D74A020D7BF,<https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G|https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G>,T02FVNL7X6U,"[{'from_url': 'https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G', 'thumb_url': 'https://i.ytimg.com/vi/fUgmUwnOwws/hqdefault.jpg?sqp=-oaymwEoCOADEOgC8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBSKEQwDw==&rs=AOn4CLB-YNqqGeJEAtvvOGEHUojMwMDuRw', 'thumb_width': 480, 'thumb_height': 360, 'image_url': 'https://i.ytimg.com/vi/fUgmUwnOwws/hqdefault.jpg?sqp=-oaymwEoCOADEOgC8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBSKEQwDw==&rs=AOn4CLB-YNqqGeJEAtvvOGEHUojMwMDuRw', 'image_width': 480, 'image_height': 360, 'image_bytes': 11580, 'service_icon': 'https://www.youtube.com/s/desktop/3c5cb7b3/img/favicon.ico', 'id': 1, 'original_url': 'https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G', 'fallback': 'YouTube: Why Jeff Bezos Prefers Group Inventions', 'text': ""Explore how teamwork fuels Jeff Bezos' groundbreaking ideas in this video. LIKE &amp; SUBSCRIBE FOR MORE!"", 'title': 'Why Jeff Bezos Prefers Group Inventions', 'title_link': 'https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G', 'service_name': 'YouTube'}]","[{'type': 'rich_text', 'block_id': 'qh/hR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G', 'text': 'https://youtube.com/shorts/fUgmUwnOwws?si=VcO0emCr0cAn1g_G'}]}]}]"
U02F33WP5FX,message,1709477682.955229,B48B0031-424B-42D7-9860-ADF2FF284C03,<https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8|https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8>,T02FVNL7X6U,"[{'image_url': 'https://i.ytimg.com/vi/1cHKhvJe2UY/hqdefault.jpg?sqp=-oaymwEoCOADEOgC8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBEKDswDw==&rs=AOn4CLAYycfj6rBulZ6e20SZxTiuFi-PdA', 'image_width': 480, 'image_height': 360, 'image_bytes': 12788, 'from_url': 'https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8', 'service_icon': 'https://www.youtube.com/s/desktop/77953cee/img/favicon.ico', 'thumb_url': 'https://i.ytimg.com/vi/1cHKhvJe2UY/hqdefault.jpg?sqp=-oaymwEoCOADEOgC8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBEKDswDw==&rs=AOn4CLAYycfj6rBulZ6e20SZxTiuFi-PdA', 'thumb_width': 480, 'thumb_height': 360, 'id': 1, 'original_url': 'https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8', 'fallback': 'YouTube: Jeff Bezos on Why Companies Fail to Make the Right Decisions', 'text': ""Delve into Jeff Bezos' insights on why companies struggle to make the right decisions. LIKE &amp; SUBSCRIBE FOR MORE!"", 'title': 'Jeff Bezos on Why Companies Fail to Make the Right Decisions', 'title_link': 'https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8', 'service_name': 'YouTube'}]","[{'type': 'rich_text', 'block_id': 'sxx/h', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8', 'text': 'https://youtube.com/shorts/1cHKhvJe2UY?si=ohHztvJqU46HYAn8'}]}]}]"
U02F33WP5FX,message,1707684081.748409,21DDD91F-E67D-4636-A52A-0AF09C80D0DE,"Dude minute 9-10. 
<https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3|https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3>",T02FVNL7X6U,"[{'from_url': 'https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'thumb_url': 'https://i.ytimg.com/vi/xQJq9nVSa4E/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/xQJq9nVSa4E?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Race &amp; Reason: A Conversation with Coleman Hughes (Episode #353)""></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'id': 1, 'original_url': 'https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3', 'fallback': 'YouTube Video: Race & Reason: A Conversation with Coleman Hughes (Episode #353)', 'title': 'Race &amp; Reason: A Conversation with Coleman Hughes (Episode #353)', 'title_link': 'https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3', 'author_name': 'Sam Harris', 'author_link': 'https://www.youtube.com/@samharrisorg', 'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/'}]","[{'type': 'rich_text', 'block_id': 'X77Ya', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Dude minute 9-10. \n'}, {'type': 'link', 'url': 'https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3', 'text': 'https://youtu.be/xQJq9nVSa4E?si=eUfG19BIVn8NVOR3'}]}]}]"
U02FX0RGVH6,message,1706812346.041159,DF439311-11F3-4671-8BA0-D82C34B46AED,<https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv|https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv>,T02FVNL7X6U,"[{'from_url': 'https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'thumb_url': 'https://i.ytimg.com/vi/TkCo1vHgIQM/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/TkCo1vHgIQM?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Sam Harris: Debating conspiracy theorists, wokeness, Trump, collapse of Intellectual Dark Web""></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'id': 1, 'original_url': 'https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv', 'fallback': 'YouTube Video: Sam Harris: Debating conspiracy theorists, wokeness, Trump, collapse of Intellectual Dark Web', 'title': 'Sam Harris: Debating conspiracy theorists, wokeness, Trump, collapse of Intellectual Dark Web', 'title_link': 'https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv', 'author_name': 'David Pakman Show', 'author_link': 'https://www.youtube.com/@thedavidpakmanshow', 'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/'}]","[{'type': 'rich_text', 'block_id': '9niHQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv', 'text': 'https://youtu.be/TkCo1vHgIQM?si=2KfcJXMrlv3nlFQv'}]}]}]"
U02F33WP5FX,message,1706279789.650509,522DF5D4-D091-447F-819E-F65E810A3F0F,<https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e|https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e>,T02FVNL7X6U,"[{'from_url': 'https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'thumb_url': 'https://i.ytimg.com/vi/5xgbRxA_7DI/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/5xgbRxA_7DI?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""ACADEMIA IS BROKEN! The publishing scandal happening right now""></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'id': 1, 'original_url': 'https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e', 'fallback': 'YouTube Video: ACADEMIA IS BROKEN! The publishing scandal happening right now', 'title': 'ACADEMIA IS BROKEN! The publishing scandal happening right now', 'title_link': 'https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e', 'author_name': 'Andy Stapleton', 'author_link': 'https://www.youtube.com/@DrAndyStapleton', 'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/'}]","[{'type': 'rich_text', 'block_id': 'c9tC1', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e', 'text': 'https://youtu.be/5xgbRxA_7DI?si=mZuRrjEcn3UYiY9e'}]}]}]"
U02F33WP5FX,message,1706056830.255269,,<https://youtube.com/watch?v=czyJpgZxpWs&amp;si=YI6haof06izYiU0R>,T02FVNL7X6U,"[{'from_url': 'https://youtube.com/watch?v=czyJpgZxpWs&amp;si=YI6haof06izYiU0R', 'thumb_url': 'https://i.ytimg.com/vi/czyJpgZxpWs/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/czyJpgZxpWs?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Can the media ever be impartial? | Philip Collins, Matthew Goodwin, Sophie Scott-Brown""></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtube.com/watch?v=czyJpgZxpWs&amp;si=YI6haof06izYiU0R', 'fallback': 'YouTube Video: Can the media ever be impartial? | Philip Collins, Matthew Goodwin, Sophie Scott-Brown', 'title': 'Can the media ever be impartial? | Philip Collins, Matthew Goodwin, Sophie Scott-Brown', 'title_link': 'https://youtube.com/watch?v=czyJpgZxpWs&amp;si=YI6haof06izYiU0R', 'author_name': 'The Institute of Art and Ideas', 'author_link': 'https://www.youtube.com/@TheInstituteOfArtAndIdeas', 'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/'}]","[{'type': 'rich_text', 'block_id': 'p=4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtube.com/watch?v=czyJpgZxpWs&amp;si=YI6haof06izYiU0R', 'text': 'https://youtube.com/watch?v=czyJpgZxpWs&si=YI6haof06izYiU0R'}]}]}]"
U02F33WP5FX,message,1705973349.452329,,"
<https://apple.news/ArrrFBhCqSfGrwDkGluirWg>",T02FVNL7X6U,"[{'from_url': 'https://apple.news/ArrrFBhCqSfGrwDkGluirWg', 'service_icon': 'https://apple.news/images/apple-touch-icon_v6.png', 'thumb_url': 'https://apple.news/images/AppiconOpenGraph_v6.png', 'thumb_width': 400, 'thumb_height': 400, 'id': 1, 'original_url': 'https://apple.news/ArrrFBhCqSfGrwDkGluirWg', 'fallback': 'AI is destabilizing ‘the concept of truth itself’ in 2024 election — The Washington Post', 'text': 'Politicians are swatting away potentially damning photos and videos — from former president Donald Trump to a Taiwanese official — by saying they are AI generated.', 'title': 'AI is destabilizing ‘the concept of truth itself’ in 2024 election — The Washington Post', 'title_link': 'https://apple.news/ArrrFBhCqSfGrwDkGluirWg', 'service_name': 'apple.news'}]","[{'type': 'rich_text', 'block_id': 'MFhK', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://apple.news/ArrrFBhCqSfGrwDkGluirWg'}]}]}]"
